Project Name,Package Name,Type Name,Design Smell,Cause of the Smell,
akto,com.akto.action,HarAction.ByReference,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.action,HarAction.ByReference,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action,HarAction.ByValue,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akto,com.akto.action,HarAction.ByValue,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action,CustomAuthTypeAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action,OpenApiAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action,OpenApiAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action,AccountAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action,AccountAction,Feature Envy,The tool detected a instance of this smell because invokeExactLambda is more interested in members of the type: LoggerMaker,
akto,com.akto.action,AccountAction,Feature Envy,The tool detected a instance of this smell because lambdaInstanceRefresh is more interested in members of the type: LoggerMaker,
akto,com.akto.action,AccountAction,Feature Envy,The tool detected a instance of this smell because dashboardReboot is more interested in members of the type: LoggerMaker,
akto,com.akto.action,AccountAction,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: newAccountName; newAccountId; loggerMaker; MAX_NUM_OF_LAMBDAS_TO_FETCH; asc,
akto,com.akto.action,AccountAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action,LogsAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action,LogsAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action,SignupAction,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SIGN_IN; code; state; password; email; invitationCode; MINIMUM_PASSWORD_ERROR; MAXIMUM_PASSWORD_ERROR; INVALID_CHAR; MUST_BE_ALPHANUMERIC_ERROR; companyName; teamName; allEmails; shouldLogin; servletResponse; servletRequest,
akto,com.akto.action,SignupAction,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods,
akto,com.akto.action,APICatalogAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action,ApiInfoAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action,ApiInfoAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action,LoadersAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
akto,com.akto.action,LoadersAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UserAction,
akto,com.akto.action,MiddlewareConfigAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
